city_id,State Abbreviation,City,County Name,State,County,city_state,lat,lng
0,AL,Arab,Marshall County,Alabama,Marshall County,"Arab, Alabama",34.3309,-86.4991
1,AL,Attalla,Etowah County,Alabama,Etowah County,"Attalla, Alabama",34.005,-86.1039
2,AL,Auburn,Lee County,Alabama,Lee County,"Auburn, Alabama",32.6087,-85.4903
3,AL,Bay Minette,Baldwin County,Alabama,Baldwin County,"Bay Minette, Alabama",30.893,-87.7912
4,AL,Chickasaw,Mobile County,Alabama,Mobile County,"Chickasaw, Alabama",30.7715,-88.0793
5,AL,Citronelle,Mobile County,Alabama,Mobile County,"Citronelle, Alabama",31.0952,-88.2467
6,AL,Creola,Mobile County,Alabama,Mobile County,"Creola, Alabama",30.8906,-88.0132
7,AL,Cullman,Cullman County,Alabama,Cullman County,"Cullman, Alabama",34.1775,-86.8407
8,AL,Daphne,Baldwin County,Alabama,Baldwin County,"Daphne, Alabama",30.6263,-87.8816
9,AL,Dauphin Island,Mobile County,Alabama,Mobile County,"Dauphin Island, Alabama",30.2525,-88.1438
10,AL,Dora,Walker County,Alabama,Walker County,"Dora, Alabama",33.7288,-87.0842
11,AL,Fairhope,Baldwin County,Alabama,Baldwin County,"Fairhope, Alabama",30.5209,-87.8813
12,AL,Foley,Baldwin County,Alabama,Baldwin County,"Foley, Alabama",30.3983,-87.665
13,AL,Gordo,Pickens County,Alabama,Pickens County,"Gordo, Alabama",33.3221,-87.904
14,AL,Hayden,Blount County,Alabama,Blount County,"Hayden, Alabama",33.8818,-86.7842
15,AL,Jasper,Walker County,Alabama,Walker County,"Jasper, Alabama",33.8508,-87.271
16,AL,Mobile,Mobile County,Alabama,Mobile County,"Mobile, Alabama",30.6782,-88.1162
17,AL,Northport,Tuscaloosa County,Alabama,Tuscaloosa County,"Northport, Alabama",33.2586,-87.5993
18,AL,Opelika,Lee County,Alabama,Lee County,"Opelika, Alabama",32.6612,-85.3769
19,AL,Orange Beach,Baldwin County,Alabama,Baldwin County,"Orange Beach, Alabama",30.2942,-87.5849
20,AL,Parrish,Walker County,Alabama,Walker County,"Parrish, Alabama",33.7323,-87.2802
21,AL,Phenix City,Russell County,Alabama,Russell County,"Phenix City, Alabama",32.4585,-85.0253
22,AL,Prichard,Mobile County,Alabama,Mobile County,"Prichard, Alabama",30.7735,-88.1301
23,AL,Saraland,Mobile County,Alabama,Mobile County,"Saraland, Alabama",30.8479,-88.1004
24,AL,Satsuma,Mobile County,Alabama,Mobile County,"Satsuma, Alabama",30.8578,-88.0631
25,AL,Sumiton,Walker County,Alabama,Walker County,"Sumiton, Alabama",33.7502,-87.0483
26,AR,Alma,Crawford County,Arkansas,Crawford County,"Alma, Arkansas",35.4919,-94.2165
27,AR,Amity,Clark County,Arkansas,Clark County,"Amity, Arkansas",34.2662,-93.4634
28,AR,Arkadelphia,Clark County,Arkansas,Clark County,"Arkadelphia, Arkansas",34.1253,-93.0729
29,AR,Ash Flat,Sharp County,Arkansas,Sharp County,"Ash Flat, Arkansas",36.2365,-91.6067
30,AR,Atkins,Pope County,Arkansas,Pope County,"Atkins, Arkansas",35.2414,-92.9465
31,AR,Augusta,Woodruff County,Arkansas,Woodruff County,"Augusta, Arkansas",35.2865,-91.3614
32,AR,Austin,Lonoke County,Arkansas,Lonoke County,"Austin, Arkansas",35.0058,-91.9895
33,AR,Bald Knob,White County,Arkansas,White County,"Bald Knob, Arkansas",35.3123,-91.5709
34,AR,Barling,Sebastian County,Arkansas,Sebastian County,"Barling, Arkansas",35.3284,-94.2791
35,AR,Batesville,Independence County,Arkansas,Independence County,"Batesville, Arkansas",35.7687,-91.6227
36,AR,Bay,Craighead County,Arkansas,Craighead County,"Bay, Arkansas",35.7456,-90.5546
37,AR,Beebe,White County,Arkansas,White County,"Beebe, Arkansas",35.0713,-91.8998
38,AR,Bella Vista,Benton County,Arkansas,Benton County,"Bella Vista, Arkansas",36.4667,-94.2707
39,AR,Benton,Saline County,Arkansas,Saline County,"Benton, Arkansas",34.5776,-92.5713
40,AR,Bentonville,Benton County,Arkansas,Benton County,"Bentonville, Arkansas",36.3547,-94.2305
41,AR,Berryville,Carroll County,Arkansas,Carroll County,"Berryville, Arkansas",36.371,-93.5704
42,AR,Blytheville,Mississippi County,Arkansas,Mississippi County,"Blytheville, Arkansas",35.9321,-89.9051
43,AR,Brookland,Craighead County,Arkansas,Craighead County,"Brookland, Arkansas",35.8991,-90.5767
44,AR,Bryant,Saline County,Arkansas,Saline County,"Bryant, Arkansas",34.6152,-92.4914
45,AR,Cabot,Lonoke County,Arkansas,Lonoke County,"Cabot, Arkansas",34.9766,-92.0274
46,AR,Camden,Ouachita County,Arkansas,Ouachita County,"Camden, Arkansas",33.5672,-92.8467
47,AR,Cammack Village,Pulaski County,Arkansas,Pulaski County,"Cammack Village, Arkansas",34.7808,-92.3449
48,AR,Caraway,Craighead County,Arkansas,Craighead County,"Caraway, Arkansas",35.7597,-90.3222
49,AR,Carlisle,Lonoke County,Arkansas,Lonoke County,"Carlisle, Arkansas",34.7947,-91.7361
50,AR,Charleston,Franklin County,Arkansas,Franklin County,"Charleston, Arkansas",35.2948,-94.0484
51,AR,Cherokee Village,Sharp County,Arkansas,Sharp County,"Cherokee Village, Arkansas",36.2959,-91.5696
52,AR,Cherry Valley,Cross County,Arkansas,Cross County,"Cherry Valley, Arkansas",35.4028,-90.7536
53,AR,Clinton,Van Buren County,Arkansas,Van Buren County,"Clinton, Arkansas",35.5798,-92.4543
54,AR,Conway,Faulkner County,Arkansas,Faulkner County,"Conway, Arkansas",35.0753,-92.4692
55,AR,Cotter,Baxter County,Arkansas,Baxter County,"Cotter, Arkansas",36.2819,-92.5212
56,AR,Crossett,Ashley County,Arkansas,Ashley County,"Crossett, Arkansas",33.128,-91.9631
57,AR,Decatur,Benton County,Arkansas,Benton County,"Decatur, Arkansas",36.3402,-94.4578
58,AR,Diamond City,Boone County,Arkansas,Boone County,"Diamond City, Arkansas",36.4574,-92.9129
59,AR,Dover,Pope County,Arkansas,Pope County,"Dover, Arkansas",35.391,-93.1143
60,AR,Dumas,Desha County,Arkansas,Desha County,"Dumas, Arkansas",33.8834,-91.4857
61,AR,Earle,Crittenden County,Arkansas,Crittenden County,"Earle, Arkansas",35.2734,-90.4642
62,AR,Eureka Springs,Carroll County,Arkansas,Carroll County,"Eureka Springs, Arkansas",36.4105,-93.745
63,AR,Fairfield Bay,Van Buren County,Arkansas,Van Buren County,"Fairfield Bay, Arkansas",35.605,-92.2659
64,AR,Farmington,Washington County,Arkansas,Washington County,"Farmington, Arkansas",36.037,-94.2537
65,AR,Fayetteville,Washington County,Arkansas,Washington County,"Fayetteville, Arkansas",36.0714,-94.1661
66,AR,Fort Smith,Sebastian County,Arkansas,Sebastian County,"Fort Smith, Arkansas",35.3495,-94.3695
67,AR,Gassville,Baxter County,Arkansas,Baxter County,"Gassville, Arkansas",36.2849,-92.4869
68,AR,Gentry,Benton County,Arkansas,Benton County,"Gentry, Arkansas",36.2571,-94.4908
69,AR,Gillett,Arkansas County,Arkansas,Arkansas County,"Gillett, Arkansas",34.1193,-91.3789
70,AR,Glenwood,Pike County,Arkansas,Pike County,"Glenwood, Arkansas",34.3278,-93.5308
71,AR,Gravette,Benton County,Arkansas,Benton County,"Gravette, Arkansas",36.4291,-94.3712
72,AR,Green Forest,Carroll County,Arkansas,Carroll County,"Green Forest, Arkansas",36.3347,-93.431
73,AR,Greenbrier,Faulkner County,Arkansas,Faulkner County,"Greenbrier, Arkansas",35.2289,-92.3836
74,AR,Greenwood,Sebastian County,Arkansas,Sebastian County,"Greenwood, Arkansas",35.2134,-94.2408
75,AR,Greers Ferry,Cleburne County,Arkansas,Cleburne County,"Greers Ferry, Arkansas",35.5674,-92.1688
76,AR,Gurdon,Clark County,Arkansas,Clark County,"Gurdon, Arkansas",33.9154,-93.1545
77,AR,Hackett,Sebastian County,Arkansas,Sebastian County,"Hackett, Arkansas",35.1877,-94.4106
78,AR,Hamburg,Ashley County,Arkansas,Ashley County,"Hamburg, Arkansas",33.2248,-91.7972
79,AR,Hardy,Sharp County,Arkansas,Sharp County,"Hardy, Arkansas",36.3189,-91.4794
80,AR,Harrisburg,Poinsett County,Arkansas,Poinsett County,"Harrisburg, Arkansas",35.5637,-90.7216
81,AR,Harrison,Boone County,Arkansas,Boone County,"Harrison, Arkansas",36.2438,-93.1198
82,AR,Haskell,Saline County,Arkansas,Saline County,"Haskell, Arkansas",34.5095,-92.6406
83,AR,Heber Springs,Cleburne County,Arkansas,Cleburne County,"Heber Springs, Arkansas",35.4995,-92.0292
84,AR,Highfill,Benton County,Arkansas,Benton County,"Highfill, Arkansas",36.2767,-94.3237
85,AR,Highland,Sharp County,Arkansas,Sharp County,"Highland, Arkansas",36.2657,-91.5186
86,AR,Hot Springs,Garland County,Arkansas,Garland County,"Hot Springs, Arkansas",34.4892,-93.0501
87,AR,Hoxie,Lawrence County,Arkansas,Lawrence County,"Hoxie, Arkansas",36.036,-90.9736
88,AR,Jacksonville,Pulaski County,Arkansas,Pulaski County,"Jacksonville, Arkansas",34.8807,-92.1304
89,AR,Johnson,Washington County,Arkansas,Washington County,"Johnson, Arkansas",36.1328,-94.1757
90,AR,Jonesboro,Craighead County,Arkansas,Craighead County,"Jonesboro, Arkansas",35.8212,-90.6791
91,AR,Judsonia,White County,Arkansas,White County,"Judsonia, Arkansas",35.277,-91.6411
92,AR,Lake City,Craighead County,Arkansas,Craighead County,"Lake City, Arkansas",35.8203,-90.4547
93,AR,Lakeview,Baxter County,Arkansas,Baxter County,"Lakeview, Arkansas",36.3739,-92.5387
94,AR,Lavaca,Sebastian County,Arkansas,Sebastian County,"Lavaca, Arkansas",35.3342,-94.1798
95,AR,Lincoln,Washington County,Arkansas,Washington County,"Lincoln, Arkansas",35.949,-94.4174
96,AR,Little Flock,Benton County,Arkansas,Benton County,"Little Flock, Arkansas",36.3853,-94.1363
97,AR,Little Rock,Pulaski County,Arkansas,Pulaski County,"Little Rock, Arkansas",34.7256,-92.3577
98,AR,Lonoke,Lonoke County,Arkansas,Lonoke County,"Lonoke, Arkansas",34.7906,-91.9072
99,AR,Lowell,Benton County,Arkansas,Benton County,"Lowell, Arkansas",36.2561,-94.1532
100,AR,Magnolia,Columbia County,Arkansas,Columbia County,"Magnolia, Arkansas",33.2775,-93.2261
101,AR,Malvern,Hot Spring County,Arkansas,Hot Spring County,"Malvern, Arkansas",34.3734,-92.8205
102,AR,Mammoth Spring,Fulton County,Arkansas,Fulton County,"Mammoth Spring, Arkansas",36.4925,-91.5413
103,AR,Mansfield,Scott County,Arkansas,Scott County,"Mansfield, Arkansas",35.0635,-94.2373
104,AR,Marianna,Lee County,Arkansas,Lee County,"Marianna, Arkansas",34.7736,-90.7674
105,AR,Marion,Crittenden County,Arkansas,Crittenden County,"Marion, Arkansas",35.2035,-90.2059
106,AR,Marked Tree,Poinsett County,Arkansas,Poinsett County,"Marked Tree, Arkansas",35.5251,-90.4252
107,AR,Marmaduke,Greene County,Arkansas,Greene County,"Marmaduke, Arkansas",36.19,-90.385
108,AR,Marshall,Searcy County,Arkansas,Searcy County,"Marshall, Arkansas",35.9084,-92.6459
109,AR,Maumelle,Pulaski County,Arkansas,Pulaski County,"Maumelle, Arkansas",34.8522,-92.4
110,AR,Mayflower,Faulkner County,Arkansas,Faulkner County,"Mayflower, Arkansas",34.9688,-92.4224
111,AR,McGehee,Desha County,Arkansas,Desha County,"McGehee, Arkansas",33.6278,-91.3953
112,AR,McRae,White County,Arkansas,White County,"McRae, Arkansas",35.1119,-91.8253
113,AR,Mena,Polk County,Arkansas,Polk County,"Mena, Arkansas",34.5812,-94.2369
114,AR,Mineral Springs,Howard County,Arkansas,Howard County,"Mineral Springs, Arkansas",33.8771,-93.9217
115,AR,Monette,Craighead County,Arkansas,Craighead County,"Monette, Arkansas",35.8931,-90.3443
116,AR,Monticello,Drew County,Arkansas,Drew County,"Monticello, Arkansas",33.6257,-91.7934
117,AR,Morrilton,Conway County,Arkansas,Conway County,"Morrilton, Arkansas",35.1558,-92.7387
118,AR,Mountain Home,Baxter County,Arkansas,Baxter County,"Mountain Home, Arkansas",36.3351,-92.384
119,AR,Nashville,Howard County,Arkansas,Howard County,"Nashville, Arkansas",33.9418,-93.8516
120,AR,Norfork,Baxter County,Arkansas,Baxter County,"Norfork, Arkansas",36.2099,-92.2803
121,AR,North Little Rock,Pulaski County,Arkansas,Pulaski County,"North Little Rock, Arkansas",34.7807,-92.2371
122,AR,Osceola,Mississippi County,Arkansas,Mississippi County,"Osceola, Arkansas",35.6942,-89.9934
123,AR,Paragould,Greene County,Arkansas,Greene County,"Paragould, Arkansas",36.0555,-90.5149
124,AR,Pea Ridge,Benton County,Arkansas,Benton County,"Pea Ridge, Arkansas",36.4495,-94.1218
125,AR,Perryville,Perry County,Arkansas,Perry County,"Perryville, Arkansas",35.012,-92.803
126,AR,Piggott,Clay County,Arkansas,Clay County,"Piggott, Arkansas",36.3858,-90.2016
127,AR,Pine Bluff,Jefferson County,Arkansas,Jefferson County,"Pine Bluff, Arkansas",34.2116,-92.0173
128,AR,Pottsville,Pope County,Arkansas,Pope County,"Pottsville, Arkansas",35.2312,-93.0654
129,AR,Prairie Grove,Washington County,Arkansas,Washington County,"Prairie Grove, Arkansas",35.9858,-94.3049
130,AR,Quitman,Cleburne County,Arkansas,Cleburne County,"Quitman, Arkansas",35.3817,-92.2147
131,AR,Redfield,Jefferson County,Arkansas,Jefferson County,"Redfield, Arkansas",34.4429,-92.1844
132,AR,Rogers,Benton County,Arkansas,Benton County,"Rogers, Arkansas",36.317,-94.1531
133,AR,Rose Bud,White County,Arkansas,White County,"Rose Bud, Arkansas",35.3249,-92.081
134,AR,Russellville,Pope County,Arkansas,Pope County,"Russellville, Arkansas",35.2762,-93.1383
135,AR,Salem,Saline County,Arkansas,Saline County,"Salem, Arkansas",34.6308,-92.5605
136,AR,Searcy,White County,Arkansas,White County,"Searcy, Arkansas",35.2418,-91.7351
137,AR,Shannon Hills,Saline County,Arkansas,Saline County,"Shannon Hills, Arkansas",34.6157,-92.4217
138,AR,Sherwood,Pulaski County,Arkansas,Pulaski County,"Sherwood, Arkansas",34.8507,-92.2029
139,AR,Siloam Springs,Benton County,Arkansas,Benton County,"Siloam Springs, Arkansas",36.1844,-94.5315
140,AR,Springdale,Washington County,Arkansas,Washington County,"Springdale, Arkansas",36.1901,-94.1574
141,AR,Stuttgart,Arkansas County,Arkansas,Arkansas County,"Stuttgart, Arkansas",34.4952,-91.5487
142,AR,Texarkana,Miller County,Arkansas,Miller County,"Texarkana, Arkansas",33.436,-93.9959
143,AR,Trumann,Poinsett County,Arkansas,Poinsett County,"Trumann, Arkansas",35.677,-90.5259
144,AR,Turrell,Crittenden County,Arkansas,Crittenden County,"Turrell, Arkansas",35.3763,-90.2704
145,AR,Van Buren,Crawford County,Arkansas,Crawford County,"Van Buren, Arkansas",35.4483,-94.3528
146,AR,Vilonia,Faulkner County,Arkansas,Faulkner County,"Vilonia, Arkansas",35.0807,-92.2088
147,AR,Waldron,Scott County,Arkansas,Scott County,"Waldron, Arkansas",34.9022,-94.0953
148,AR,Walnut Ridge,Lawrence County,Arkansas,Lawrence County,"Walnut Ridge, Arkansas",36.0848,-90.9467
149,AR,Ward,Lonoke County,Arkansas,Lonoke County,"Ward, Arkansas",35.0117,-91.9577
150,AR,Weiner,Poinsett County,Arkansas,Poinsett County,"Weiner, Arkansas",35.6197,-90.9054
151,AR,West Fork,Washington County,Arkansas,Washington County,"West Fork, Arkansas",35.9355,-94.18
152,AR,West Memphis,Crittenden County,Arkansas,Crittenden County,"West Memphis, Arkansas",35.153,-90.1996
153,AR,White Hall,Jefferson County,Arkansas,Jefferson County,"White Hall, Arkansas",34.2741,-92.1006
154,AR,Wynne,Cross County,Arkansas,Cross County,"Wynne, Arkansas",35.2322,-90.7897
155,AZ,Avondale,Maricopa County,Arizona,Maricopa County,"Avondale, Arizona",33.3873,-112.3235
156,AZ,Buckeye,Maricopa County,Arizona,Maricopa County,"Buckeye, Arizona",33.4314,-112.6429
157,AZ,Bullhead City,Mohave County,Arizona,Mohave County,"Bullhead City, Arizona",35.1205,-114.5461
158,AZ,Camp Verde,Yavapai County,Arizona,Yavapai County,"Camp Verde, Arizona",34.569,-111.856
159,AZ,Casa Grande,Pinal County,Arizona,Pinal County,"Casa Grande, Arizona",32.9069,-111.7624
160,AZ,Chandler,Maricopa County,Arizona,Maricopa County,"Chandler, Arizona",33.2825,-111.8514
161,AZ,Chino Valley,Yavapai County,Arizona,Yavapai County,"Chino Valley, Arizona",34.7594,-112.412
162,AZ,Clarkdale,Yavapai County,Arizona,Yavapai County,"Clarkdale, Arizona",34.7501,-112.0555
163,AZ,Coolidge,Pinal County,Arizona,Pinal County,"Coolidge, Arizona",32.9363,-111.5254
164,AZ,Cottonwood,Yavapai County,Arizona,Yavapai County,"Cottonwood, Arizona",34.7195,-112.0016
165,AZ,El Mirage,Maricopa County,Arizona,Maricopa County,"El Mirage, Arizona",33.5905,-112.3271
166,AZ,Florence,Pinal County,Arizona,Pinal County,"Florence, Arizona",33.059,-111.4209
167,AZ,Gilbert,Maricopa County,Arizona,Maricopa County,"Gilbert, Arizona",33.31,-111.7463
168,AZ,Glendale,Maricopa County,Arizona,Maricopa County,"Glendale, Arizona",33.5791,-112.2311
169,AZ,Globe,Gila County,Arizona,Gila County,"Globe, Arizona",33.387,-110.7513
170,AZ,Goodyear,Maricopa County,Arizona,Maricopa County,"Goodyear, Arizona",33.2614,-112.3622
171,AZ,Kingman,Mohave County,Arizona,Mohave County,"Kingman, Arizona",35.217,-114.0105
172,AZ,Lake Havasu City,Mohave County,Arizona,Mohave County,"Lake Havasu City, Arizona",34.5006,-114.3113
173,AZ,Mammoth,Pinal County,Arizona,Pinal County,"Mammoth, Arizona",32.6853,-110.7292
174,AZ,Marana,Pima County,Arizona,Pima County,"Marana, Arizona",32.4355,-111.1558
175,AZ,Mesa,Maricopa County,Arizona,Maricopa County,"Mesa, Arizona",33.4015,-111.7178
176,AZ,Nogales,Santa Cruz County,Arizona,Santa Cruz County,"Nogales, Arizona",31.3624,-110.9336
177,AZ,Oro Valley,Pima County,Arizona,Pima County,"Oro Valley, Arizona",32.4208,-110.9767
178,AZ,Page,Coconino County,Arizona,Coconino County,"Page, Arizona",36.9426,-111.5071
179,AZ,Paradise Valley,Maricopa County,Arizona,Maricopa County,"Paradise Valley, Arizona",33.5434,-111.9595
180,AZ,Payson,Gila County,Arizona,Gila County,"Payson, Arizona",34.2433,-111.3195
181,AZ,Peoria,Maricopa County,Arizona,Maricopa County,"Peoria, Arizona",33.7843,-112.2989
182,AZ,Phoenix,Maricopa County,Arizona,Maricopa County,"Phoenix, Arizona",33.5722,-112.0892
183,AZ,Pima,Graham County,Arizona,Graham County,"Pima, Arizona",32.8886,-109.8437
184,AZ,Prescott,Yavapai County,Arizona,Yavapai County,"Prescott, Arizona",34.5849,-112.4473
185,AZ,Prescott Valley,Yavapai County,Arizona,Yavapai County,"Prescott Valley, Arizona",34.598,-112.3185
186,AZ,Sahuarita,Pima County,Arizona,Pima County,"Sahuarita, Arizona",31.9323,-110.9654
187,AZ,Scottsdale,Maricopa County,Arizona,Maricopa County,"Scottsdale, Arizona",33.6872,-111.8651
188,AZ,Show Low,Navajo County,Arizona,Navajo County,"Show Low, Arizona",34.2671,-110.0384
189,AZ,South Tucson,Pima County,Arizona,Pima County,"South Tucson, Arizona",32.1955,-110.9692
190,AZ,Superior,Pinal County,Arizona,Pinal County,"Superior, Arizona",33.2851,-111.1109
191,AZ,Surprise,Maricopa County,Arizona,Maricopa County,"Surprise, Arizona",33.6815,-112.4515
192,AZ,Tempe,Maricopa County,Arizona,Maricopa County,"Tempe, Arizona",33.3881,-111.9319
193,AZ,Tolleson,Maricopa County,Arizona,Maricopa County,"Tolleson, Arizona",33.4484,-112.256
194,AZ,Tucson,Pima County,Arizona,Pima County,"Tucson, Arizona",32.1541,-110.8787
195,AZ,Wickenburg,Maricopa County,Arizona,Maricopa County,"Wickenburg, Arizona",33.9837,-112.7669
196,AZ,Williams,Coconino County,Arizona,Coconino County,"Williams, Arizona",35.2476,-112.1834
197,AZ,Winslow,Navajo County,Arizona,Navajo County,"Winslow, Arizona",35.0243,-110.7095
198,CA,Adelanto,San Bernardino County,California,San Bernardino County,"Adelanto, California",34.5814,-117.4397
199,CA,Agoura Hills,Los Angeles County,California,Los Angeles County,"Agoura Hills, California",34.151,-118.7609
200,CA,Alameda,Alameda County,California,Alameda County,"Alameda, California",37.7668,-122.267
201,CA,Albany,Alameda County,California,Alameda County,"Albany, California",37.8897,-122.3018
202,CA,Alhambra,Los Angeles County,California,Los Angeles County,"Alhambra, California",34.084,-118.1355
203,CA,Aliso Viejo,Orange County,California,Orange County,"Aliso Viejo, California",33.5792,-117.7289
204,CA,American Canyon,Napa County,California,Napa County,"American Canyon, California",38.1796,-122.2583
205,CA,Anaheim,Orange County,California,Orange County,"Anaheim, California",33.839,-117.8574
206,CA,Anderson,Shasta County,California,Shasta County,"Anderson, California",40.4497,-122.295
207,CA,Antioch,Contra Costa County,California,Contra Costa County,"Antioch, California",37.9787,-121.796
208,CA,Apple Valley,San Bernardino County,California,San Bernardino County,"Apple Valley, California",34.5352,-117.2109
209,CA,Arcadia,Los Angeles County,California,Los Angeles County,"Arcadia, California",34.1342,-118.0373
210,CA,Arroyo Grande,San Luis Obispo County,California,San Luis Obispo County,"Arroyo Grande, California",35.1241,-120.5845
211,CA,Artesia,Los Angeles County,California,Los Angeles County,"Artesia, California",33.8676,-118.0805
212,CA,Arvin,Kern County,California,Kern County,"Arvin, California",35.1944,-118.8306
213,CA,Atascadero,San Luis Obispo County,California,San Luis Obispo County,"Atascadero, California",35.4827,-120.6858
214,CA,Atherton,San Mateo County,California,San Mateo County,"Atherton, California",37.454,-122.2031
215,CA,Auburn,Placer County,California,Placer County,"Auburn, California",38.895,-121.0777
216,CA,Avalon,Los Angeles County,California,Los Angeles County,"Avalon, California",33.3342,-118.3315
217,CA,Azusa,Los Angeles County,California,Los Angeles County,"Azusa, California",34.1386,-117.9124
218,CA,Bakersfield,Kern County,California,Kern County,"Bakersfield, California",35.3529,-119.0359
219,CA,Baldwin Park,Los Angeles County,California,Los Angeles County,"Baldwin Park, California",34.0829,-117.9722
220,CA,Banning,Riverside County,California,Riverside County,"Banning, California",33.946,-116.8992
221,CA,Barstow,San Bernardino County,California,San Bernardino County,"Barstow, California",34.8661,-117.0471
222,CA,Beaumont,Riverside County,California,Riverside County,"Beaumont, California",33.9076,-116.9766
223,CA,Bell,Los Angeles County,California,Los Angeles County,"Bell, California",33.9801,-118.1798
224,CA,Bell Gardens,Los Angeles County,California,Los Angeles County,"Bell Gardens, California",33.9663,-118.155
225,CA,Bellflower,Los Angeles County,California,Los Angeles County,"Bellflower, California",33.888,-118.1271
226,CA,Belmont,San Mateo County,California,San Mateo County,"Belmont, California",37.5154,-122.2953
227,CA,Belvedere,Marin County,California,Marin County,"Belvedere, California",37.8735,-122.4662
228,CA,Benicia,Solano County,California,Solano County,"Benicia, California",38.0725,-122.1526
229,CA,Berkeley,Alameda County,California,Alameda County,"Berkeley, California",37.8722,-122.276
230,CA,Beverly Hills,Los Angeles County,California,Los Angeles County,"Beverly Hills, California",34.0786,-118.4021
231,CA,Blythe,Riverside County,California,Riverside County,"Blythe, California",33.6219,-114.6195
232,CA,Bradbury,Los Angeles County,California,Los Angeles County,"Bradbury, California",34.1536,-117.9684
233,CA,Brea,Orange County,California,Orange County,"Brea, California",33.9254,-117.8655
234,CA,Brentwood,Contra Costa County,California,Contra Costa County,"Brentwood, California",37.9356,-121.719
235,CA,Brisbane,San Mateo County,California,San Mateo County,"Brisbane, California",37.6902,-122.4021
236,CA,Buellton,Santa Barbara County,California,Santa Barbara County,"Buellton, California",34.6152,-120.1943
237,CA,Buena Park,Orange County,California,Orange County,"Buena Park, California",33.8572,-118.0046
238,CA,Burbank,Los Angeles County,California,Los Angeles County,"Burbank, California",34.1879,-118.3235
239,CA,Burlingame,San Mateo County,California,San Mateo County,"Burlingame, California",37.5859,-122.3667
240,CA,Calabasas,Los Angeles County,California,Los Angeles County,"Calabasas, California",34.1375,-118.6689
241,CA,California City,Kern County,California,Kern County,"California City, California",35.1578,-117.8721
242,CA,Calimesa,Riverside County,California,Riverside County,"Calimesa, California",33.9874,-117.0542
243,CA,Calistoga,Napa County,California,Napa County,"Calistoga, California",38.5818,-122.5824
244,CA,Camarillo,Ventura County,California,Ventura County,"Camarillo, California",34.223,-119.0321
245,CA,Campbell,Santa Clara County,California,Santa Clara County,"Campbell, California",37.2802,-121.9539
246,CA,Canyon Lake,Riverside County,California,Riverside County,"Canyon Lake, California",33.6885,-117.2621
247,CA,Capitola,Santa Cruz County,California,Santa Cruz County,"Capitola, California",36.9773,-121.9537
248,CA,Carlsbad,San Diego County,California,San Diego County,"Carlsbad, California",33.1246,-117.2834
249,CA,Carpinteria,Santa Barbara County,California,Santa Barbara County,"Carpinteria, California",34.3962,-119.5118
250,CA,Carson,Los Angeles County,California,Los Angeles County,"Carson, California",33.8374,-118.2559
251,CA,Cathedral City,Riverside County,California,Riverside County,"Cathedral City, California",33.8362,-116.4642
252,CA,Ceres,Stanislaus County,California,Stanislaus County,"Ceres, California",37.5952,-120.962
253,CA,Cerritos,Los Angeles County,California,Los Angeles County,"Cerritos, California",33.8678,-118.0686
254,CA,Chino,San Bernardino County,California,San Bernardino County,"Chino, California",33.9836,-117.6654
255,CA,Chino Hills,San Bernardino County,California,San Bernardino County,"Chino Hills, California",33.9508,-117.7254
256,CA,Chula Vista,San Diego County,California,San Diego County,"Chula Vista, California",32.6281,-117.0144
257,CA,Citrus Heights,Sacramento County,California,Sacramento County,"Citrus Heights, California",38.6948,-121.288
258,CA,Claremont,Los Angeles County,California,Los Angeles County,"Claremont, California",34.1259,-117.7153
259,CA,Cloverdale,Sonoma County,California,Sonoma County,"Cloverdale, California",38.7962,-123.0152
260,CA,Clovis,Fresno County,California,Fresno County,"Clovis, California",36.8278,-119.683
261,CA,Coachella,Riverside County,California,Riverside County,"Coachella, California",33.6905,-116.143
262,CA,Coalinga,Fresno County,California,Fresno County,"Coalinga, California",36.142,-120.3242
263,CA,Colma,San Mateo County,California,San Mateo County,"Colma, California",37.6767,-122.4528
264,CA,Colton,San Bernardino County,California,San Bernardino County,"Colton, California",34.0538,-117.3255
265,CA,Commerce,Los Angeles County,California,Los Angeles County,"Commerce, California",33.9963,-118.1519
266,CA,Compton,Los Angeles County,California,Los Angeles County,"Compton, California",33.893,-118.2274
267,CA,Concord,Contra Costa County,California,Contra Costa County,"Concord, California",37.9722,-122.0016
268,CA,Corona,Riverside County,California,Riverside County,"Corona, California",33.8616,-117.5649
269,CA,Coronado,San Diego County,California,San Diego County,"Coronado, California",32.6649,-117.1604
270,CA,Costa Mesa,Orange County,California,Orange County,"Costa Mesa, California",33.6667,-117.9135
271,CA,Cotati,Sonoma County,California,Sonoma County,"Cotati, California",38.3278,-122.7092
272,CA,Covina,Los Angeles County,California,Los Angeles County,"Covina, California",34.0903,-117.8818
273,CA,Cudahy,Los Angeles County,California,Los Angeles County,"Cudahy, California",33.9631,-118.183
274,CA,Culver City,Los Angeles County,California,Los Angeles County,"Culver City, California",34.0058,-118.3968
275,CA,Cupertino,Santa Clara County,California,Santa Clara County,"Cupertino, California",37.3168,-122.0466
276,CA,Cypress,Orange County,California,Orange County,"Cypress, California",33.8171,-118.0386
277,CA,Daly City,San Mateo County,California,San Mateo County,"Daly City, California",37.6862,-122.4685
278,CA,Dana Point,Orange County,California,Orange County,"Dana Point, California",33.4733,-117.6967
